Tweet,Suicide
my year old daughter overdosed on about grams of welbutrin and mg of zoloft i am trying so hard to make this right she was airlifted to children s hospital and now she s laying in her hospital bed unresponsive and her muscles are jerking this has ben the scariest day of my life that child is my entire world she s al i have i have out my heart and soul into raising her i never want to lose this litle girl but here i am she s about to be she s a litle on the ecentric side but she has a heart of gold she s never met a stranger but ever since th grade has started she has ben geting bulied and the teachers don t realy do anything about it this was her way of coping i went to wake her for schol this morning and found her covered in vomit and she had ben halucinating and having seizures for hours probably what if i hadn t found her why does she fel like this is the only way i want to make al the bad go away how do i do this how do i help her cope i didn t know who to turn to,potential suicide post 
i ve ben ugly al my life ugh this is not fair i wana be cute for at least one era of my miserable life ,potential suicide post 
i am so tired of everything please just let me die,potential suicide post 
haha wel it s never a permanent state for me ofline ,not suicide post
just twiged you mean your financial presentation yes i l have a lok at home and mail to you today,not suicide post
i ned a job that revolves around promoting mental health but i think it s so grimy to make money of of that htps t co h qstvzxf,potential suicide post 
these thoughts about kiling myself her geting louder,potential suicide post 
i don t know what to do i m trying so hard to make a life work to live life my husband literaly refuses to take htps t co m uloij b,potential suicide post 
kinabalu johor bahru rt honestly the pain i dont want to be here anymore ,potential suicide post 
rt i wana die i don t deserve a piece of anything i don t belong anywhere i m sick and tired of everything the same peop ,potential suicide post 
i agre with everything except beny i m tired of him his character is boring and neds to die ijs ,potential suicide post 
dont do it tim he wil be in your dreams at nite but only if u spend over and use the discount he sent last wek,not suicide post
aw i am proud to be your first reply and that i have taken over your updates haha,not suicide post
is loving the sun but is upset she cant make the picnic thurs,not suicide post
hapy birthday,not suicide post
please somebody come fucking kil me im so in love htps t co e ilxl xj,potential suicide post 
i m tired of living in a world,potential suicide post 
rt i saw a quote on pinterest that said when i stand before god at the end of my life i hope that i don t have a single bi ,potential suicide post 
i couldn t hit you up i hate it when this hapens i hate myself when i do it yet i do it constantly htps t co wzwsi okcm,potential suicide post 
htp twitpic com ydri im so loving my great workspace,not suicide post
thanks,not suicide post
here are god morning ,not suicide post
i m not safe with myself i have ben suicidal for a while now i have made atempts this year and yet nobody sems to get it i honestly cant say if i am going to kil myself today i kep breaking down crying and i dont know why i hate myself,potential suicide post 
i m so much hapier amp beter of without you weak fake lames leave me alone i don t ned you anyway bigslime ,potential suicide post 
thank you ,not suicide post
what you so ned to put that on the site you know cause us blogers love fre wifi awesome ,not suicide post
i imagine it would be not exactly close,not suicide post
that could have ben embarasing at least you remembered this time today and not this time tomorow smal mercies ,not suicide post
rt had a feling it was going to be a great day got to met john stockton before the game,not suicide post
yup me to,not suicide post
i m actualy listening to chopin in the dark right now,not suicide post
whenever i have dreams of my mom lately it s as if she s stil alive and that she never went away but then again htps t co fgv svuvko,potential suicide post 
rt r i p i didn t know much about you but you helped out in hard times you didn t deserve to die at such a ,potential suicide post 
i hate felings at this point i think i am clinging onto life waiting for the right set of circumstances to just let go my felings kep holding me back i hate them i hate having to fel i hate each and every one of them theres something comforting about the idea of nonexistence something comforting about the idea of nothing i long for it,potential suicide post 
sory people who arent toxic and wanted be friends ,potential suicide post 
np lol hm wil dany and jordan join in dany maybe jordan me hopes not ,not suicide post
codeine ativan slep meds alcohol tel me why i shouldnt i am hopeles i m ready to give up,potential suicide post 
i am going to kil myself this wekend i dont se any reason to stay alive nothing has changed enough to make me want to stay i was raped as a kid and now al i am to people is a sex object god bye everyone,potential suicide post 
got a crush,not suicide post
rt if people don t want you dead can you even claim to realy be alive ,potential suicide post 
i want to be a businesman in futer,not suicide post
mafumafu oh sh it oh g od scrambles to get everything he didn t pack ,potential suicide post 
yeah stil chily here to but s posed to return to normal temps this wek gona spend some time with the girls this wek ,not suicide post
tuesday in the great metropolis of hanover what could be beter,not suicide post
long live life,not suicide post
rt i know you think you re sad that the cowboys don t play today but any day your team can t lose is an ocasion worth celebrate,not suicide post
i gained weight i m one of those people everybody hates who can lose weight on a cake and cokies diet ,not suicide post
my baby is tired now ,not suicide post
tothpaste if you use the whitening stuf the bleach wil burn a layer of skin of ,not suicide post
firstly thank you secondly is the kite runer historicaly of ,not suicide post
this sucks man i realy don t know what i am about to do anymore rash decisions after rash decision no control ove htps t co sqvnu rxs ,potential suicide post 
i am just a mes i ran out of meds and i havent had the strength or energy to go refil them i went to clas today and ended up siting on a sidewalk ugly crying and making people think i am a fucking headcase al i do is slep and i never fel rested i m alone in a new town and i have no friends and al i want is someone to sit with me and talk a while i am hanging in there because i brought my cats here to this strange place and i cant just leave them to think theyve ben abandoned i just tok a thre hour nap and al i got was a headache and stil tired i have no clean laundry my rom is a clusterfuck i havent combed my hair in days or eaten and instead of doing things that ned donei amlying here trying to avoid intrusive self harm thoughtsi amlazy and awful and i cant get myself to stop it,potential suicide post 
coming home stoked bears this afternon with mikeyj alton towers tomorow ,not suicide post
i streamed two episodes of riverdale and i hate myself so damn much because now i have no data ,potential suicide post 
wel that s impresive both spot and spot htp twitpic com yabd,not suicide post
i m so tired of living,potential suicide post 
now i gota go into the bank tomorow and se what the fuck is going on i had problems about weks ago with a bi htps t co i wiphxt u,potential suicide post 
yeah col bokshelves i ve got the one with the various boks that are pined to the wal,not suicide post
 cflsc enough of the shameles bok plug,not suicide post
why do i get atached so easily this is the one thing i hate about myself the most i end up being my own worst enemy al the damn time,potential suicide post 
i just dont want to be here anymore,potential suicide post 
thanks to cant wait to get home from work tonight for some reason,not suicide post
bad habits are more dificult to identify in your work life carerinspiration carergrowth habits,not suicide post
nearly holidays on the other hand camping d d d ,not suicide post
in tired of everything cant wait to die ,potential suicide post 
health anxiety prompting some bad thoughts in my head i have ben strugling for months now with some health isues as a year old male my pesimistic nature just makes me think about the worst my hands and fet are curently tingling and burning i just kep picturing myself on a whelchair being a burden to my family girlfriend and so on suicide thoughts come to my mind as i prefer to put a suden end to everything instead of deteriorating myself day after day losing motor and cognitive functions life is already hard as it is and now my health is failing for the first time,potential suicide post 
daniel won ,potential suicide post 
a friend i knew online from last night finaly aded me up on his mesenger ,not suicide post
scotland dont want to be here anymore,potential suicide post 
have you sen this link me thinks you might like it htp bit ly mr jy,not suicide post
there was a young man who got tired of staying in this world they caled this the living world but he does not fe htps t co ogrcqipo z,potential suicide post 
patient i hate myself and i want to die,potential suicide post 
lol you saw that hahaha was a fun day of exploration and experimentation ,not suicide post
 gigles ya l are awesomesauce,not suicide post
cut my wrist and black my eyes,potential suicide post 
rt since we re talking abt him hey uh remember when yanderedev said intelectualy disabled people deserve to die played rapel ,potential suicide post 
i never knew that my grandfather death was so hard on my mother like it is on me i gues maybe i thought she wa htps t co wygcqinw o,potential suicide post 
rt twets are the real life awkward conversation starters betwen strangers ,potential suicide post 
eating an ed s wafle with icecream cream n chocolate sauce omgosh amazing ,not suicide post
wow im so sad i had everything planed out on when i was going to leave home amp go to colege in denver and yo htps t co rxs mlxbqf,potential suicide post 
are you expecting ,not suicide post
how many times do i have to be in this position for my fucking mother to realise that if i stay here i l either ki htps t co lbq hoehc ,potential suicide post 
wanted to kil him ,not suicide post
come je le dis si bien let me hate myself god fucking damn it ,potential suicide post 
helo people on facebok do you like the way i m spaming al of your newsfeds with twiter ,not suicide post
not a lawyer but i was diagnosed with depresion when i was my brother swore up and down t htps t co emwr pbwh,potential suicide post 
geting blown out by the worst team in the league while they wearing these is what s gona be in my suicide note htps t co pfrf iol a,potential suicide post 
maybe i think i deserve to die,potential suicide post 
i m not god at pretending that i am ok so i lok like shit i dont smile i stil have acne i am i have black circles under my eyes and i have a very pale skin cuz i never leave my house only when i go to schol so people stare at me every day some of them point at me and they just laugh some of them give me that disgusted lok and some of them just tel me that i m ugly or that i lok like a fucking methead i m so fucking depresed for many other reasons but i think this is the worst one i also have social anxiety so i dont have any friends and i never had a gf when i try to talk to someone i just turn red and its so embarasing i have already atempted suicide last month and i stil fel like shit,potential suicide post 
if you re tired of living for the st and th and you ned to do some imediately like when your regular deodora htps t co xpv nbvua,potential suicide post 
i want you to come home right after schol ,not suicide post
 cdo i dont want to be here anymore,potential suicide post 
rt this is my sister in law sana on the left and her on the right it s nice to hire your family members and create a conflict o ,not suicide post
in debt i wil kil myself on thursday i am going to stab myself in the stomach or take a lot of pils i m not sure which to do yet sory for speling and gramar i am sure nobody here cares anyways,potential suicide post 
afternon to you to,not suicide post
today i almost kil myself because i almost hit by a car ,not suicide post
it s always great to hear from actors whom i ve directed trying to encourage them to join twiter ,not suicide post
,not suicide post
i want to go park ,not suicide post
last few hour in england ,not suicide post
pleasant is right thank u v pl ur the best ,not suicide post
how many people does he wana rip it out of realy,not suicide post
i love sleping until i m finished ,not suicide post
why yes she is the exceptionaly talented gose that works for you and brioso wel you just wouldn t understand ,not suicide post
everyone folow kade,not suicide post
omg theres fires and crazines goin on and you cant go home cause of it and people are seriously htps t co tfvjk d m ,potential suicide post 
lewis,not suicide post
honestly i m so tired of everything and myself can i just die already,potential suicide post 
i am now by um wo ,not suicide post
females wil be fucked up in the head and blame a niga for them being fucked up y al gota take acountability htps t co jiy zpeg,potential suicide post 
i wana fucking die im so tired of feling pain constantly god i ned to be left alone and cry and walow in my misery until i fel beter,potential suicide post 
i dont tel people how i fel because i am prety sure nobody cares about me even writing this brings me anxiety because i know i have to interact with people i just wish i could cry myself to slep and never wake up no one would every truly mis me,potential suicide post 
now playing j gardna ft pistols tone trump amp drop die alone remix dirty on stret style radio,potential suicide post 
bed time ,not suicide post
if any of you are having a boring easter then send me a note on msn i love to chat with people my msn is ninalbertsen gmail com,not suicide post
you do know that you have absolutely no power yet and when you do this whole thing wil be dead and forgoten htps t co ezrhcl iwc,potential suicide post 
rt why is it that everyday i hate my life more and more i realy fel im destined to be miserable forever,potential suicide post 
daycare is so damn expensive and the only reason why im geting a discount is because the owner knows my aunt but htps t co ml b cye,potential suicide post 
isn t it sad that after seing a firetruck in front of a building my first thought was to lok up in case someone w htps t co ro daw j n,potential suicide post 
hahaha how is everyone ,not suicide post
just woke up god morning everyone ,not suicide post
i can t do this anymore i have no hope i m a senior in colege and i just want to die i don t fit in and i fel like no one cares about me everyday i wake up and i try to tel myself that today is a new day but it doesn t work i hate everything about myself and i fel so alone i have no one i don t care how i lok and i don t even want to get up in the mornings i just want to end it al end al the sufering and the pain i just want to fel nothing for my anxiety and depresion to leave me alone i don t know where to turn but i just can t kep doing this anymore,potential suicide post 
i hope you re planing a kenel launch party,not suicide post
not feling hapy,potential suicide post 
living as a hardcore empath is so hard i m tired of being nice and puting emotional labor into those who are undeserving,potential suicide post 
but characters yr last twet wouldn t have made the cut ,not suicide post
states why is everything so cancerous now like i cant even remember anymore if al this corporate crap has always ben here or not but it s freaking stupid i just want to watch a youtube video i dont want to be force fed a stupid product every time i go online like its cable tv ,potential suicide post 
please forgive me i tried to get help i dont know what else to say i am tired of being a burden on everyone else i am tired of everyone writing me of i cant help who i am and i have tried to get help i have a plan and in a few weks i wil no longer be a part of this world,potential suicide post 
i fel like my time is coming son like i m runing out of time i ve had enough and i m ready to cal it quits i ve atempted before but this time i can t aford to fail i have many diferent pils and other ways i can end it i just ned to figure out the best time when maybe tonight maybe tomorow who knows,potential suicide post 
i dont know anymore these words make my life a living hel no mater who i say it to in the suden absence of hapines i know only sadnes i have nothing to lok forward to because i have fucked my chances up at even having something decent no job no girlfriend and absolutely nothing to motivate me at this point i dont even know why i am stil alive it pains me that i am alive,potential suicide post 
had a nice lunch time for some work now ,not suicide post
thx,not suicide post
i work with a lot of rusians in the socal ofice and they lok completely miserable whenever i se them htps t co f hftkoc e,potential suicide post 
helo world tis my first twet,not suicide post
that s in and out,not suicide post
she want to kil him ,not suicide post
 suicide has now become my new world and i am desperately searching for answers because to those that knew him bes htps t co l nyzids k,potential suicide post 
has anyone had an great suces stories on twiter if so i would love to hear your story dm me,not suicide post
is awesome i do believe you re al jealous but i sorta dont wana go to dancing tonight someone else drive me ,not suicide post
got the best team in the east vs in the chip ,not suicide post
is watching some of his old stuf on youtube ah the memories,not suicide post
i know i can t get al the things i want in life but when does it get to fel like at least fixing my mouth to say htps t co tegoryjzwq,potential suicide post 
damn right kinda hate myself for not having the system to lay it on being por sucks,potential suicide post 
in curand voi fi pe ro thx to blogway si cnsc,not suicide post
stanford sumit short video htp w youtube com watch v yaxcviju xq remebering magical funtastic roler coaster ride,not suicide post
when i was in midle schol i wanted to be emo don t judge,potential suicide post 
hapy birthday ,not suicide post
oh my god if that jim acosta did to that woman was fucking abuse what do you think trump has done to fucking women htps t co u efgiyuy,potential suicide post 
i am newly maried and my husband is wonderful i love him so much we are very much in love so why am i suicidal i honestly cant figure it out days out of i am absolutely fine hapy positive excited about life then it hits me depresion cripling anxiety suicidal thoughts i cut i cry i crumble on days like this i cant believe that anyone cares at al about me except my husband then i fel like i dont deserve him and sometimes push him away whats wrong with me what should i do i just cant shake the thought that everyone would be beter of without me especialy my husband,potential suicide post 
nothing before blogworld expo on the schedule at this stage have netbok wil travel tho ,not suicide post
thanks aylesbury audi for very quick service in fiting shiny new number plates,not suicide post
i fel like no one cares i just want to die maybe then i d fel les lonely,potential suicide post 
today one year ago i lost a neighbour and friend to suicide so here is a quote that got me through my worst t htps t co a mtdwsa,potential suicide post 
hotsuite monetizing twiter shurely shum mishtake htp ow ly g y,not suicide post
i fel sory for my folowers cause my posts probably take up their entire page,not suicide post
morning tina the fact is we l do something with it wouldn t it be great if it was something big ,not suicide post
wow just back from my longest ever non stop run miles now i truly know what sore legs fel like delighted tho,not suicide post
gretings jason so far twiter s great today thanks for taking a moment for us enjoy your swim hugs angel,not suicide post
but his blod runs through my instrument and his song is i htps t co vkseal m,potential suicide post 
liking it,not suicide post
tired of living this life,potential suicide post 
she want to be a doctor,not suicide post
god morning only about eight hours until nodles the only positive thing i can think of right now,not suicide post
it s going to be a beautiful day i am going to have a new grandaughter ,not suicide post
you guys are mean i would never wake up my friends,potential suicide post 
mesh mohm i just wanted you to know that you re the softest person came to my miserable life oh this is swet,potential suicide post 
disapearing when you wake up but theres nothing to be afraid of even when the night changes it wil never change me and you,potential suicide post 
so tired of living with these nigas only months to go,potential suicide post 
kil me literaly just fuckin hang me stab me burn me alive,potential suicide post 
hot chocolate x,not suicide post
what a great feling and never gave up wel done kept a col head al wekend age is nothing htps t co gdfhwsk s,not suicide post
why dont you update somemore mom have a blesed day ,not suicide post
cheated on my gf drunk and now i wana kil myself didnt know what i was doing was shitfaced drunk an d now i am al alone with no gf and my friends hate me for cheating i dont want to fel pain anymore,potential suicide post 
having someone want your love your pasion your heart and your soul to return it al in kind measure this is the greatest gift of al ,not suicide post
yo mate it is working like a charm be prepared to twet my fed some interesting people to folow to if you can find them,not suicide post
rt regional australia would be siberia without the abc ,not suicide post
who the fuck loses their damn keys i hate myself ,potential suicide post 
i wana die pls i m tired of everything,potential suicide post 
elo you were fab on doi im going to the tour tmwr cant wait x,not suicide post
thanks it s just what i think ,not suicide post
 x man any tips or ideas ,not suicide post
i want to be a enginer ,not suicide post
i want to be out in the sun walking down a beach with joey,not suicide post
i sexualy harased my crush i fel like there is no place for me in the world for a long time now about half a year i have ben touching my crush who is not interested in me without consent i work alongside him and we are both part of a very tight group of friends so he has to se me every day and every single time i try to touch him stare at him and sometimes even take pictures of him only recently i have realized the implications of what i have done and that i am hurting him i fel like i betrayed him and myself for doing something that is completely against al my values i want to change and i know i can but i amafraid i wil lose the wil to live if i cant get myself to stop touching him,potential suicide post 
i hate when i have to rate my group members because i l always rate them higher than i d rate myself knowing damn htps t co bfuvc dt,potential suicide post 
haven t watched we since extreme rules i wil now begin last night s monday night raw this is my suicide note ,potential suicide post 
and the consensus was ,not suicide post
what are you saying about yourself,not suicide post
rt lololololol i hate how i trust people with ugly pictures of myself and then they break that trust like lol damn ok it be lik ,potential suicide post 
rt when you re trying to go out for pre game and you hear ay come take this pic with your family oh wel hapy ,not suicide post
rt in af cal theresa may tried to flater trump with congratulations for gop wins in the midterms he responded by berating th ,not suicide post
he doesn t want to give up but he s afraid to even touch the equipment much les pack it up ,not suicide post
i didn t realise you were truste there are loads of you aren t there find rase structure quite confusing ,not suicide post
i fel an infinite sadnes in my soul and i fel so lonely so empty so disapointed so desperate so distresed htps t co swtfkygc k,potential suicide post 
have fun bet you unearth al sorts of godies ,not suicide post
not tired ,not suicide post
rt and i hate the fact if it s true dojae wil do surgery dojae has to endure the pain alone without segye altou ,potential suicide post 
i want one of those htp bit ly m ko,not suicide post
chilin,not suicide post
god morning ,not suicide post
my workplace gets so much beter when god weather strikes htp tinyurl com cp n w,not suicide post
beans on toast with simona can it get any beter ,not suicide post
get back to work,not suicide post
why cant i lose enough blod on my period that i just die ugh idk go se a doctor htps t co p ptoynt ,potential suicide post 
glen i dont want to be here anymore i wish i was dead,potential suicide post 
i fel in love with her courage her sincerity and her flaming self respect i love her and it is the begining of everything ,not suicide post
rt the false information of hanyu never having to study like any other person as if he didn t have to wake up at am to take ent ,potential suicide post 
rt andreamvaldez trumpy bear isn t your average meme bred merch gone viral it apeals to everyone and no one it htps t co yhs ipnqtj,potential suicide post 
hey black hair suits u by the way,not suicide post
i hate that i m at war with myself daily i hate living at home like this bc i m told my emotions don t mater i htps t co gpi pwq,potential suicide post 
rt i fucking hate my whole family al they do is making me fel fat and i m so done with feling bad about my body and const ,potential suicide post 
a watched pot never boiled mate distraction is the name of the game,not suicide post
duno why my phones done me so dirty and made videos of me and my ex s cos of face recognition with the background htps t co x kfbmgbp ,potential suicide post 
spent day doing research i m feling great an achievement d,not suicide post
lol god id we should al dres up as twit bird and listen to twit podcast al night thanks,not suicide post
hm my mom wel thani thelichu vetutanga ,not suicide post
por fortunately you have a god sense of humor,not suicide post
crikey check out the manfroto worshipers ,not suicide post
about to open birthday presents,not suicide post
after loking at the american suicide statistics i was shocked to se that white men in their s s lead right htps t co zlytwuxvbq,potential suicide post 
i have amazing people in my life that encourage nothing except the positive thank you lord for blesing me ,not suicide post
yeah we re going to have neither but it s al god hope you do ,not suicide post
this is the best thing to pop on my twiter al day what cracks me up is that bily is in it to ,not suicide post
i hate myself,potential suicide post 
why yes x,not suicide post
ok thanks i am not geting of twiter just yet ,not suicide post
home swet home shower time,not suicide post
just wanted to say a big thank you for being such a great airline as a travel writer things like this mean a lot ,not suicide post
what bout something a bit more lo fi dictation failing that one of those projected keyboards ,not suicide post
i was caled in yesterday at the guidance counselor s ofice i thought i did something bad as my id was blocked i htps t co jka bytvg ,potential suicide post 
hi what the fuck have i ben doing with my life lately ,potential suicide post 
ok everyone who s racing this wekend dm me with a picture of your car amp the make and model i l put it al up on my blog,not suicide post
i don t want them using my phone ,not suicide post
can t wait until the new star trek movie comes out loks god,not suicide post
i want you to sense my magic without touch ,not suicide post
when that mufin guy said please somebody kil me i felt that shit,potential suicide post 
planing to do that to while in transit anyway,not suicide post
i got twiter my ipod touch yay ,not suicide post
the orange tv iphone ap is realy disapointing low quality video streams and obviously nothing interesting on the tv,not suicide post
rt if i don t love anything i can t get hurt,not suicide post
time to fly ord dca ord clt hrs clt ord iad mco hrs mco ord hm in time for date night,not suicide post
says just watched mal cop htp plurk com p n s q,not suicide post
how great is that ,not suicide post
absolutely are you due in melb any time son ,not suicide post
i m a fucking lunatic when i get angry it s so terible i ned to work on this so bad before i end up doing somethi htps t co fuepvue,potential suicide post 
yea you re right it s shite,not suicide post
trying to find something formal to wear in a casual closet jeans and popculture shirt wil do god enough ,not suicide post
i m with ya there,not suicide post
rt congratulations again to for taking the asia regional finals title thanks to for giving out,not suicide post
i don t want you to start feling neglected ,not suicide post
it s take me to the river from sydene,not suicide post
even i can t run that far yet ,not suicide post
it s one of the perks of working for the nyse ger ,not suicide post
going back to straighten my hair download some nds roms first though,not suicide post
fake news just went balistic get ready you thought fake news was bad dep fakes htps t co lnxcyfrktk,potential suicide post 
the thing to remember is obsesing sucks up energy you could put into that new story i say kick wory to the curb ,not suicide post
htp twitpic com y c hide it wel from everyone ,not suicide post
kingdom pamaj what hapens if i dont want to be here anymore ,potential suicide post 
is i dont want to be here anymore by em to,potential suicide post 
damn i fucken hate shoping bc then i fel so broke like i can t even enjoy myself anymore,potential suicide post 
i am great and wonderful i am worth it except not enough to be anyones first choice everyone tels me how wonderful i am but not enough to be loved like i love others i put aside everything for people but i am to crazy to hold a job to nothing to be realy loved i am not entitled and i dont even have the right to die on my own terms and i am an ashole for being angry about it for being upset that i am there when other people treat me like shit and cant be bothered wheni amhurt,potential suicide post 
why do i destroy al my oportunities am i going to kil myself on acident if i only get worse does that mean a htps t co ur sapaylo,potential suicide post 
who cares it hapened and it is in the past you have nothing to apologize for hilar htps t co hcvouancm,potential suicide post 
maybe more hugs is what i ned,not suicide post
gues who just posted on universal causality me htp universalcausality wordpres com thoughts in the mens rom ,not suicide post
god fuck im a dumb fucking idiot who caled out personal instead of sick gues whos geting their third reprimand s htps t co r w o lny,potential suicide post 
i do i thank them for example when their code doesn t have many bugs or when they make it easy for me to automate ,not suicide post
and that s why we are in the clasroms working with them right ,not suicide post
like al i want to do is shove a knife into my fucking stomach i hate myself so god damn much,potential suicide post 
 god morning ,not suicide post
i hate that i m not okay i hate that i fucking want to kil myself but don t bc i don t want to leave my family st htps t co qkmnre ea,potential suicide post 
it horible of me that i want to comit suicide that i dont want to be here anymore,potential suicide post 
i think i m going to try making those newspaper thingies this year got a lot of herbs to grow ,not suicide post
is on the train more shoping yay,not suicide post
god morning ,not suicide post
is about to do paper works at the eve of his birthnight htp plurk com p n t c,not suicide post
overwhelmed and enjoy it,not suicide post
tod loves steps,not suicide post
i love you i love you ,not suicide post
chilin with lucy beautiful day today,not suicide post
obviously,not suicide post
i wana go to slep forever and never wake up im so tired,potential suicide post 
i know that s real my bf fel aslep amp i m editing video xo,not suicide post
can t find any nice words for a tel domain htp wortsuchen de ends with by length tel haha,not suicide post
i hate myself and my damn autocorect ,potential suicide post 
is of to dundrum with martin,not suicide post
i had to unexpectedly put down one of my rabits last wek and it hurts like hel it s bad enough when htps t co txokqthts ,potential suicide post 
just got out of the shower nothing says wake up like body lotion in your hair,not suicide post
what was chanel and time of prog politicians with no formal training bathe in simplexity a la cnutroy ,not suicide post
after im gona have a lok in d argos catalouge sum bday presies or lok online,not suicide post
is reading through some interesting articles on our own extranet surprisingly god stuf,not suicide post
and then i stole that shirt and sold it on ebay,not suicide post
oh sounds like a top movie realy i don t know who that is but they should hah ,not suicide post
morning how am i just up now when my alarm went of two hours a go ,not suicide post
you to,not suicide post
i only have like few of thesis chapter to go and like its oso like already filed in but my lazy as being extra da htps t co y uzbwbsr,potential suicide post 
watching arthur cos i m way col,not suicide post
rt can this please be over with i m tired of everything from to my cofe maker have a popup tel ,potential suicide post 
my comiserations is it as bad as i had heard it is ,not suicide post
somebody just please kil me before my life gets any more stupid ,potential suicide post 
hey ho jared i m vegan to hope you re al right,not suicide post
eating kebab in the sun sounds like a bad song title ha that one to,not suicide post
thanks and for the enternships com plugs,not suicide post
ive lost a lot of interest in nascar and dont think i wil twet from here much anymore if you stil want to be friends or something you can folow my les popular twiter page we can be friends there ,potential suicide post 
wow i want to die somebody fucking kil me please htps t co oyskocte ,potential suicide post 
twet dreams,not suicide post
playing the clarinet makes me hapy,not suicide post
found st thomas and waiting,not suicide post
rt neverforget who keps you amp your family safe amp fre htps t co z hwgpayn,not suicide post
rt completely devestated by the fires afecting my comunity i am one of the lucky ones my animals and love of my life made ,not suicide post
busy day update tonight,not suicide post
michael jackson is a sad existance of a man i ve already met alanis so prince is my last hope kep the faith ,not suicide post
helo back at ya and thank you ,not suicide post
ruby ruby ruby ruby just taken delivery of my new begining ruby bok whop whop another languag htp tinyurl com cd ar,not suicide post
sounds prety fine to me and very pleased to hear that crepy is your cup of tea to ,not suicide post
malese answered my question on twiter check it out on malese her twiter it s about you ,not suicide post
wheat thins and diet dr peper breakfast of champions or people who wake up late and grab the first thing they can find ,not suicide post
she was tired ,not suicide post
rt chose a job you love and you wil never have to work a day in your life hapy future our amazing students,not suicide post
hope you guys have a safe flight,not suicide post
i think i m going to redecorate my living rom but i m tired of moving stuf around,potential suicide post 
this shit i want to be dead so i dont have to be here anymore htps t co m pzkht v,potential suicide post 
i have ben reading about a group caled dignitas in switzerland they provide asisted suicide via drugs that the member you have to become a member administers themselves anyone have any insight on americans traveling there for this purpose aparently they have helped many british and german citizens pas peacefuly,potential suicide post 
or every kid has had a tantrum today i dont want to be here i dont want to hear anymore crying i just want to go home and pet my dog,potential suicide post 
oh the puns the bad bad puns i think i l quite like the new clear sounds though x,not suicide post
these things are literaly an everyday ocurence for my family ever since my parents came to this country it htps t co tycbrfobgc,potential suicide post 
reminder sr release date set for easter sunday,not suicide post
rt i m so fucking tired of living i m not smart i m not athletic i m not atractive i m not talented i just have this fucking t ,potential suicide post 
work slave i realy fel like my only purpose in life is to make a higher man money parents forcing me through colege and i have to much on my plate i owe a lot of money i know this is the easy way out but i am realy tired al of these isues are on top of dealing with tensions in america as wel i want to rest,potential suicide post 
of course ,not suicide post
 frekavan another year has pased and i am stil alone sad and sufering wil i ever live with dignity or wil htps t co owfnamqb,potential suicide post 
and briar copywriting an awesome combination,not suicide post
what now so i am everyone knows i want to kil myself but nobody realy acknowledges it as though even if i did it it would just be inevitable and nobody would give a shit which is true and i amfucking sick its ben like years of suicidal thoughts but over time theyve become disgustingly close to becoming reality and i am fucking scared i just want to die you know maybe i wil,potential suicide post 
arey mad o wat i m wit u coz maine bhi intro hi start kiya,not suicide post
my life has no purpose i am broke lonely and miserable i am so my life is a sack of shit my family legitimately hate me i am por i have some friends but dont hear from them unles i get in touch first i have ben single for almost a decade generaly i am ok with being single but depresion grinds my world to a halt doctors dont help me nobody around me sems to understand this has gone on for years i am tired cant do it any more i just want to lay down and die quietly al i want in life is to disapear,potential suicide post 
philies game with beca tonight,not suicide post
lol i love it ,not suicide post
rt i m so tired of living in a country that has become about taking sides bitch can we al just love and respect each other ,potential suicide post 
 have a nice day to,not suicide post
i love jesus to and im geting ready for schol lt ,not suicide post
update on my phone real quick it was in my car the whole god damn time i realy fucking hate myself htps t co mstc tvqoa,potential suicide post 
rt jimin is so hapy i love him jimin htps t co e ia tb,not suicide post
you take time to think about a date but i want to take you out tomorow to lok at engagement rings ,not suicide post
is a bit hapier she found her chanel sunglases ,not suicide post
adam sandler before he became shit predicted my future mental state ,potential suicide post 
rt incredibly sad and poignant story about suicide htps t co u vm kvxk,potential suicide post 
i got my box i l pick it up tomorow priscila ,not suicide post
rt my brother died from depresion he also frequently exercised had suportive friends family was sucesful in schol amp i ,not suicide post
rt just kep going forward no mater what motivation suces life,not suicide post
my life is way to god for me to fel so angry and miserable al the time,potential suicide post 
i don t wana fucking be here anymore,potential suicide post 
 but my italian is basic for now,not suicide post
haircut feling fresh and clean,not suicide post
data gov comes to life even in the form of a jpeg image al great things start like that htp data gov ,not suicide post
unfolow me now is al in gona talk aboutfor therestof my miserable life htps t co orvryqkby,potential suicide post 
i thought it meant you are my destiny to cause of the song hahaha and yes they re coming ,not suicide post
tired of living with childish people,potential suicide post 
when my dog does end up pasing on my life wil seriously be a tumbling downwards spiral that s my life shes my life ,potential suicide post 
just watched chris moyles quiz night from last night alan car is to funy he s the best,not suicide post
you are a big piece of the rainbow shine big shine bright and i wil se you out there sparkle friends forever,not suicide post
have you had your hair cut it loks realy god,not suicide post
at the end of the day i m at this point in my life where i truly do not give a fuck so if i give a fuck about you htps t co kongvi kgd,potential suicide post 
fel lucky to work with shining young stars in healthcare honored by under today htps t co dkquolp rv,not suicide post
losing those guys is huge but you gota deal with it time to cal up weber for the p amp price to take some nyquil habs,not suicide post
i hate when i want to be self pitying but my mind refuses to let me like damn i just wana fel sory for myself fo htps t co ekugu ya ,potential suicide post 
love the way skype fades music back in when a cal ends i m so easily impresed,not suicide post
rt congratulations india on beating pakistan in asiacup indvpak thank you for the advance diwali gift,not suicide post
